-1-11--1-11-1-1--1-11--1-11--1-11-1--1  19,19  1--1-11-1--11-1--11-1--1-1-11-1--11-1-  - -1--111-- 1--1--11-  -11--1--1--111--1--   8  0
1-1-1--1-11--1-11--1-1-1-1-1-1-1-1-1-1  19,19  1-1-1-1-1-1-1-1-1-1--11-1--11-1--1-1-1  1 11--1--1- ---------  ----------1--1--111   4  0
-11-1-1-1-1-1-1-1-1--1-1-11--1-1-1-1-1  19,19  1-1-1-1-1--11-1-1--1-1-1-1-1-1-1-1-11-  - 111111111 ---1-----  -----1---111111111-  10  0
1--1-11--1-1-1-1-11--1-1-1-1-1-1-1-1-1  19,19  1-1-1-1-1-1-1-1-1--11-1-1-1-1--11-1--1  1 --1-----1 ---------  ---------1-----1--1   2  0
-11-1--11-1--1-1-11-1--1-11--1-11--1-1  19,19  1-1--11-1--11-1--1-11-1-1--1-11--1-11-  - 11-11---1 1--1--1--  --1--1--11---11-11-   8  0
1-1-1-1--11--1-11-1--11--1-11-1--1-11-  19,19  -11-1--1-11-1--11--1-11-1--11--1-1-1-1  1 111-1--11 -1--11--1  1--11--1-11--1-1111  10  0
-1-1-1-11-1--11--1-1-11--11--1-11--1-1  19,19  1-1--11-1--11--11-1-1--11--1-11-1-1-1-  - ---11-1-- -1-1--1--  --1--1-1---1-11----   6  0
1--1-1-1-1-1-1-1-1-1-1-1-1-11--1-1-11-  19,19  -11-1-1--11-1-1-1-1-1-1-1-1-1-1-1-1--1  1 --------- ----1---1  1---1-------------1   2  0
-11-1--1-11--1-1-1-1-1-11-1--1-1-11--1  19,19  1--11-1-1--1-11-1-1-1-1-1--11-1--1-11-  - 11--1---- --11---1-  -1---11------1--11-   6  0
1--1-1-1-1-1-1-1-1-11--11-1--1-1-11--1  19,19  1--11-1-1--1-11--11-1-1-1-1-1-1-1-1--1  1 --------- 1-11---1-  -1---11-1---------1   4  0
-1-11-1--1-11-1--1-11--1-11-1-1--1-1-1  19,19  1-1-1--1-1-11-1--11-1--1-11-1--1-11-1-  - -11--11-- 1--111---  ---111--1--11--11--   8  0
1-1-1--1-11--1-11-1-1--1-11--1-11--1-1  19,19  1-1--11-1--11-1--1-1-11-1--11-1--1-1-1  1 11--1--11 1--1--1--  --1--1--111--1--111   8  0
-11-1-1--11--1-11-1--11--1-11-1--1-11-  19,19  -11-1--1-11-1--11--1-11-1--11--1-1-11-  - 111-1--11 -1--11--1  1--11--1-11--1-111-  10  0
1--1-1-11-1--11--1-11-1--1-11-1--1-11-  19,19  -11-1--1-11-1--1-11-1--11--1-11-1-1--1  1 ---11-1-- 11--11--1  1--11--11--1-11---1   8  0
-1-11--1-11-1-1--1-11--1-11--1-11-1--1  19,19  1--1-11-1--11-1--11-1--1-1-11-1--11-1-  - -1--111-- 1--1--11-  -11--1--1--111--1--   8  0
1--1-11--11--1-11--1-1-1-1-1-1-1-1-11-  19,19  -11-1-1-1-1-1-1-1-1--11-1--11--11-1--1  1 --1-1--1- --------1  1---------1--1-1--1   4  0
-1-1-1-1-11-1--1-1-11--1-11--1-1-1-1-1  19,19  1-1-1-1-1--11-1--11-1-1--1-11-1-1-1-1-  - ----11--- 1--1-----  -----1--1---11-----   4  0
1--1-11-1--11--1-11--1-1-1-1-1-1-1-1-1  19,19  1-1-1-1-1-1-1-1-1--11-1--11--1-11-1--1  1 --11-1--1 ---------  ---------1--1-11--1   4  0
-11--11--1-1-1-1-11--11--11-1-1--1-11-  19,19  -11-1--1-1-11--11--11-1-1-1-1--11--11-  - 1-1-----1 -1-111--1  1--111-1-1-----1-1-   8  0
1--1-11--1-1-1-1-11--1-1-1-1-1-1-1-1-1  19,19  1-1-1-1-1-1-1-1-1--11-1-1-1-1--11-1--1  1 --1-----1 ---------  ---------1-----1--1   2  0
-11-1--11-1--11--1-11--1-11--1-1-1-11-  19,19  -11-1-1-1--11-1--11-1--11--1-11--1-11-  - 11-11-1-- 1--1----1  1----1--1--1-11-11-   8  0
1--1-1-1-1-1-11--11--1-1-1-1-1-1-1-1-1  19,19  1-1-1-1-1-1-1-1-1--11--11-1-1-1-1-1--1  1 ------1-1 ---------  ---------1-1------1   2  0
-11-1-1--1-1-1-1-11--1-1-1-1-11--1-11-  19,19  -11-1--11-1-1-1-1--11-1-1-1-1--1-1-11-  - 111-----1 -----1--1  1--1-----1-----111-   6  0
1-1--1-1-1-1-11--1-1-1-1-11-1-1--1-11-  19,19  -11-1--1-1-11-1-1-1-1--11-1-1-1-1--1-1  1 1-----1-- ---111--1  1--111-----1-----11   6  0
-1-1-1-11-1--11--1-11--1-11-1-1--1-11-  19,19  -11-1--1-1-11-1--11-1--11--1-11-1-1-1-  - ---11-1-- 1--111--1  1--111--1--1-11----   8  0
1-1--1-11-1--11--1-11--1-1-11-1--1-11-  19,19  -11-1--1-11-1-1--11-1--11--1-11-1--1-1  1 1--11-1-- 1---11--1  1--11---1--1-11--11   8  0
-11--1-11-1--11--1-1-1-1-1-11-1--1-1-1  19,19  1-1-1--1-11-1-1-1-1-1--11--1-11-1--11-  - 1--11-1-- ----11---  ---11------1-11--1-   6  0
1-1--1-11-1--11--1-11--1-1-11-1--1-11-  19,19  -11-1--1-11-1-1--11-1--11--1-11-1--1-1  1 1--11-1-- 1---11--1  1--11---1--1-11--11   8  0
-1-11-1--1-11-1--1-1-1-11-1--11--1-11-  19,19  -11-1--11--1-11-1-1-1--1-11-1--1-11-1-  - -11--11-- --11-1--1  1--1-11----11--11--   8  0
1-1-1--11-1--11--1-11--1-1-11-1--1-1-1  19,19  1-1-1--1-11-1-1--11-1--11--1-11--1-1-1  1 11-11-1-- 1---11---  ---11---1--1-11-111   8  0
-11--1-1-1-1-1-1-1-11--11--11-1--1-11-  19,19  -11-1--1-11--11--11-1-1-1-1-1-1-1--11-  - 1-------- 1-1-11--1  1--11-1-1--------1-   6  0
1-1-1--1-11--1-1-1-1-11--11--11--11-1-  19,19  -1-11--11--11--11-1-1-1-1--11-1--1-1-1  1 11--1---- -1-1-1-11  11-1-1-1-----1--111   8  0
-1-1-1-1-1-1-1-1-1-11-1--11--11--11-1-  19,19  -1-11--11--11--1-11-1-1-1-1-1-1-1-1-1-  - --------- 11-1-1-11  11-1-1-11----------   6  0
1-1--11--1-11-1--1-1-1-1-1-11-1--1-1-1  19,19  1-1-1--1-11-1-1-1-1-1--1-11-1--11--1-1  1 1-1--11-- ----11---  ---11------11--1-11   6  0
-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1  19,19  1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-  - --------- ---------  -------------------   0  0
1--1-1-1-1---1-1-1-11--1-1-1-1-1-1-11-  18,20  -11-1-1-1-1-1-1--11-1-1-1---1-1-1-1--1  1 ----#---- 1-------1  1-------1----#----1   2  0

[ 0]: 84
[ 1]: 75
[ 2]: 64
[ 3]: 41
[ 4]: 48
[ 5]: 77
[ 6]: 38
[ 7]: 57
[ 8]: 63
[ 9]: 34
[10]: 69
[11]: 50
[12]: 31
[13]: 67
[14]: 53
[15]: 62
[16]: 64
[17]: 32
[18]: 74
